17707446640,2026-02-10 17:31:04,0.0,7.2,7,7,5.73,5.01,7.16,7.16,0.0,7.2,0.0,0,0,0,0,0,_
17707446650,2026-02-10 17:31:05,0.0,7.2,7,7,5.73,5.01,7.16,7.16,0.0,7.2,0.0,0,0,0,0,0,_
17707446660,2026-02-10 17:31:06,0.0,7.2,7,7,5.73,5.01,7.16,7.16,0.0,7.2,0.0,0,0,0,0,0,_
17707446670,2026-02-10 17:31:07,0.0,7.2,7,7,5.73,5.01,7.16,7.16,0.0,7.2,0.0,0,0,0,0,0,_
17707446680,2026-02-10 17:31:08,0.0,7.2,7,7,5.73,5.01,7.16,7.16,0.0,7.2,0.0,0,0,0,0,0,_
17707446690,2026-02-10 17:31:09,0.0,7.2,7,7,5.73,5.01,7.16,7.16,0.0,7.2,0.0,0,0,0,0,0,_
17707446700,2026-02-10 17:31:10,0.0,7.2,7,7,5.73,5.01,7.16,7.16,0.0,7.2,0.0,0,0,0,0,0,_
17707446880,2026-02-10 17:31:28,0.0,7.2,7,7,5.73,5.01,7.16,7.16,0.0,7.2,0.0,0,0,0,0,0,_
17707446900,2026-02-10 17:31:30,0.0,7.2,7,7,5.73,5.01,7.16,7.16,0.0,7.2,0.0,0,0,0,0,0,_
17707446910,2026-02-10 17:31:31,0.0,7.2,7,7,5.73,5.01,7.16,7.16,0.0,7.2,0.0,0,0,0,0,0,_
17707446920,2026-02-10 17:31:32,0.0,7.2,7,7,5.73,5.01,7.16,7.16,0.0,7.2,0.0,0,0,0,0,0,_
17707446930,2026-02-10 17:31:33,0.0,7.2,7,7,5.73,5.01,7.16,7.16,0.0,7.2,0.0,0,0,0,0,0,_
17707446940,2026-02-10 17:31:34,0.0,7.2,7,7,5.73,5.01,7.16,7.16,0.0,7.2,0.0,0,0,0,0,0,_
17707446960,2026-02-10 17:31:36,0.0,7.2,7,7,5.73,5.01,7.16,7.16,0.0,7.2,0.0,0,0,0,0,0,_
17707447380,2026-02-10 17:32:18,0.0,7.2,7,7,5.73,5.01,7.16,7.16,0.0,7.2,0.0,0,0,0,0,0,_
17707447390,2026-02-10 17:32:19,0.0,7.2,7,7,5.73,5.01,7.17,7.17,0.0,7.2,0.0,0,0,0,0,0,_
17707447400,2026-02-10 17:32:20,0.0,7.2,7,7,5.73,5.01,7.16,7.16,0.0,7.2,0.0,0,0,0,0,0,_
17707447410,2026-02-10 17:32:21,0.0,7.2,7,7,5.73,5.01,7.16,7.16,0.0,7.2,0.0,0,0,0,0,0,_
17707447420,2026-02-10 17:32:22,0.0,7.2,7,7,5.73,5.01,7.16,7.16,0.0,7.2,0.0,0,0,0,0,0,_
17707447430,2026-02-10 17:32:23,0.0,7.2,7,7,5.73,5.01,7.16,7.16,0.0,7.2,0.0,0,0,0,0,0,_
17707447440,2026-02-10 17:32:24,0.0,7.2,7,7,5.73,5.01,7.16,7.16,0.0,7.2,0.0,0,0,0,0,0,_
17707447450,2026-02-10 17:32:25,0.0,7.2,7,7,5.73,5.01,7.16,7.16,0.0,7.2,0.0,0,0,0,0,0,_
17707448590,2026-02-10 17:34:19,0.0,7.2,7,7,5.73,5.01,7.16,7.16,0.0,7.2,0.0,0,0,0,0,0,_
17707448600,2026-02-10 17:34:20,0.0,7.2,7,7,5.73,5.01,7.16,7.16,0.0,7.2,0.0,0,0,0,0,0,_
17707448610,2026-02-10 17:34:21,0.0,7.2,7,7,5.73,5.01,7.16,7.16,0.0,7.2,0.0,0,0,0,0,0,_
17707448620,2026-02-10 17:34:22,0.0,7.2,7,7,5.73,5.01,7.16,7.16,0.0,7.2,0.0,0,0,0,0,0,_
17707448630,2026-02-10 17:34:23,0.0,7.2,7,7,5.73,5.01,7.16,7.16,0.0,7.2,0.0,0,0,0,0,0,_
17707448640,2026-02-10 17:34:24,0.0,7.2,7,7,5.73,5.01,7.16,7.16,0.0,7.2,0.0,0,0,0,0,0,_
17707448650,2026-02-10 17:34:25,0.0,7.2,7,7,5.72,5.01,7.15,7.15,0.0,7.2,0.0,0,0,0,0,0,_
